OBJECTID,GPS_YEAR,PROPERTY,HOLES,ACTIVE,ASPECT,LANDUSE,VEG_TYPE,AG_LEASE,YOUNG_EMER,INFLUENCE,DENSITY,STATUS,PDOG_CAT,CATEGORY_L,REMARKS,RELOCATION,Town,Encroaching,Acreage,ShapeSTArea,ShapeSTLength
595,2000,,0,,,,,,,,0,1998 Management Plan,HCA,Habitat Conservation Area, ,,0,,7.48566328,326075.4921875,3626.28005977253
596,2000,,0,,,,,,,,0,1998 Management Plan,HCA,Habitat Conservation Area, ,,0,,7.24761229,315705.993652344,3834.42694288083
597,2000,,0,,,,,,,,0,1998 Management Plan,NPD,No Prairie Dogs, ,,0,,10.83137149,471814.541992188,6774.88825486333
598,2000,,0,,,,,,,,0,1998 Management Plan,MOA,Multiple Objective Areas, ,,0,,0.51353734,22369.6860351562,688.82286867631
599,2000,,0,,,,,,,,0,1998 Management Plan,MOA,Multiple Objective Areas, ,,0,,1.16741189,50852.4619140625,1369.94079601427
600,2000,,0,,,,,,,,0,1998 Management Plan,HCA,Habitat Conservation Area, ,,0,,54.77336202,2385927.65185547,18665.7267363275
601,2000,,0,,,,,,,,0,1998 Management Plan,NPD,No Prairie Dogs, ,,0,,4.02785723,175453.459228516,4605.18247683373
602,2000,,0,,,,,,,,0,1998 Management Plan,HCA,Habitat Conservation Area, ,,0,,7.95659781,346589.399658203,2986.53181288423
603,2000,,0,,,,,,,,0,1998 Management Plan,HCA,Habitat Conservation Area, ,,0,,13.97728729,608850.633789062,6445.21610454704
604,2000,,0,,,,,,,,0,1998 Management Plan,MOA,Multiple Objective Areas, ,,0,,4.01282095,174798.479003906,4522.99915771858
605,2000,,0,,,,,,,,0,1998 Management Plan,MOA,Multiple Objective Areas, ,,0,,58.22845222,2536431.38476562,14033.9633698974
606,2000,,0,,,,,,,,0,1998 Management Plan,HCA,Habitat Conservation Area, ,,0,,1.34224977,58468.4006347656,2203.08841122221
607,2000,,0,,,,,,,,0,1998 Management Plan,HCA,Habitat Conservation Area, ,,0,,0.75819859,33027.1303710938,773.102665868058
608,2000,,0,,,,,,,,0,1998 Management Plan,MOA,Multiple Objective Areas, ,,0,,3.42063059,149002.669189453,2982.46907774138
609,2000,,0,,,,,,,,0,1998 Management Plan,MOA,Multiple Objective Areas, ,,0,,15.23765524,663752.265380859,4151.64185231684
610,2000,,0,,,,,,,,0,1998 Management Plan,HCA,Habitat Conservation Area, ,,0,,86.12429346,3751574.22216797,17789.6843938379
611,2000,,0,,,,,,,,0,1998 Management Plan,HCA,Habitat Conservation Area, ,,0,,14.6520202,638241.999267578,4810.39455342078
612,2000,,0,,,,,,,,0,1998 Management Plan,HCA,Habitat Conservation Area, ,,0,,0.86165878,37533.8566894531,1371.66897484441
613,2000,,0,,,,,,,,0,1998 Management Plan,HCA,Habitat Conservation Area, ,,0,,21.56835572,939517.572265625,8384.21023735916
614,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,0.0693897,3022.61547851562,264.713436114842
615,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,0.00313112,136.391845703125,58.7418193544137
616,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,7.08762407,308736.903076172,4105.70677023523
617,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,0.0064308,280.126220703125,93.0283296214485
618,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,0.46823403,20396.2739257812,1144.7115173565
619,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,0.11719132,5104.85424804688,442.834638540473
620,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,0.07495486,3265.03344726562,236.101012194934
621,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,5.78087342,251814.846679688,3705.57516915832
622,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,11.2808495,491393.805908203,5946.26489565182
623,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,0.36067012,15710.7900390625,572.407589877033
624,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,3.78633049,164932.556884766,3034.29784233021
625,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,1.77036767,77117.216796875,2180.34780948514
626,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,1.5223511,66313.6159667969,1677.60416689194
627,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,0.00990763,431.576171875,94.2598791146109
628,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,5.29378765,230597.391601562,3030.16315276961
629,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,2.28541482,99552.6716308594,2670.82703500955
630,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,8.1111605,353322.150634766,4054.22449635603
631,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,5.17530538,225436.302490234,3165.40436595677
632,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,0.00914252,398.248291015625,115.539756947817
633,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,0.00443931,193.37646484375,65.5555788884838
634,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,1.02834566,44794.7395019531,1429.26956073228
635,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,0.06019627,2622.1494140625,472.201068180311
636,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,0.00697639,303.89208984375,89.9618084741218
637,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,1.87077568,81490.9885253906,1376.00210493656
638,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,0.04374099,1905.35766601562,184.378173261759
639,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,1.54781186,67422.6845703125,1656.82413165914
640,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,0.81489258,35496.720703125,1107.10232248985
641,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,0.13582164,5916.39013671875,561.847727849211
642,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,0.04470468,1947.33618164062,197.136709893101
643,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,0.00351238,152.999267578125,59.7587172790193
644,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,0.68829424,29982.0974121094,1049.10257276734
645,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,0.04306737,1876.01440429688,197.048927536463
646,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,0.22350629,9735.93383789062,447.532470769643
647,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,1.22842796,53510.3225097656,1180.4412835666
648,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,0.12488471,5439.97827148438,340.378037693098
649,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,0.00342844,149.34326171875,60.0523248999613
650,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,0.02696126,1174.4326171875,146.328225651932
651,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,6.29850923,274363.062011719,4321.01412888129
652,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,0.06957481,3030.67919921875,455.032434797272
653,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,0.7068497,30790.373046875,757.325078045242
654,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,1.81742489,79167.0290527344,1570.92086885654
655,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,2.87163819,125088.561767578,2694.88344208212
656,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,0.0092115,401.253173828125,110.040049754096
657,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,0.50869634,22158.8120117188,1927.59100084061
658,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,0.74261833,32348.4553222656,2826.37701059178
659,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,23.6020615,1028105.79882812,7005.77096407028
660,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,56.42164855,2457727.01098633,11526.0596657896
661,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,56.31709047,2453172.4609375,9042.2828049119
662,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,0.46390327,20207.6267089844,553.936825393984
663,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,0.59067434,25729.7749023438,2796.48276629762
664,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,0.04697207,2046.10375976562,299.111567323619
665,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,2.84617727,123979.481933594,2372.94386844759
666,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,0.15295033,6662.5166015625,996.979362882254
667,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,0.01357891,591.497802734375,141.598593971031
668,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,0.05397967,2351.3544921875,401.602874412062
669,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,0.04827701,2102.94677734375,353.790346198346
670,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,0.23283188,10142.158203125,1073.04643225999
671,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,1.05442342,45930.6826171875,1457.8930399533
672,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,0.51493777,22430.6906738281,1261.65221034653
673,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,0.17567228,7652.28491210938,545.062916230933
674,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,0.24810758,10807.5659179688,692.298076702516
675,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,0.35076381,15279.2722167969,896.218694940232
676,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,0.32254322,14049.9826660156,695.515771724656
677,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,0.88644262,38613.4411621094,871.541916916861
678,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,0.16012372,6974.98950195312,435.790958372977
679,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,2.21830641,96629.4274902344,1952.97095046709
680,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,4.32534401,188411.983886719,2112.49313323337
681,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,0.05155588,2245.77416992188,325.096735953063
682,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,0.00945674,411.935791015625,98.2761939635228
683,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,0.0643203,2801.79248046875,327.725713647712
684,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,0.00416808,181.561767578125,72.4000323266595
685,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,0.05873745,2558.603515625,278.532559436214
686,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,0.00264868,115.376708984375,52.0811892915542
687,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,4.6605742,203014.611083984,4591.67292838574
688,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,0.44519878,19392.8586425781,578.600995280353
689,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,0.62310396,27142.4086914062,705.07349503958
690,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,7.86482452,342591.755126953,2599.57589429719
691,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,38.16729074,1662567.18237305,7282.0300612793
692,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,2.31509154,100845.38671875,1899.65097947394
693,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,22.00547568,958558.519775391,5526.07951190111
694,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,0.10534008,4588.61328125,517.825038349523
695,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,0.03419011,1489.32153320312,240.359845234096
696,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,0.01315242,572.919921875,138.619218901402
697,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,0.01312523,571.7353515625,145.04173621165
698,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,66.2922848,2887691.92651367,10663.2438531467
699,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,0.78290032,34103.1374511719,1422.04695125522
700,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,0.38379796,16718.2395019531,664.746849475883
701,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,0.63733817,27762.4504394531,974.40766036719
702,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,0.06405763,2790.3505859375,329.320662331351
703,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,0.02204959,960.48046875,154.821367245148
704,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,0.00530982,231.296142578125,76.5808854683717
705,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,0.01303764,567.919677734375,107.246411281289
706,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,0.00501891,218.624267578125,85.1858186795744
707,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,0.03270631,1424.68701171875,207.016808925123
708,2000,,0,,,,,,,,0,1998 Management Plan,UND,Undetermined, ,,0,,0.01160562,505.540771484375,117.627953269472
709,2001,Adler/Fingru,0,,varied, ,irrigated crop,,yes, ,0,,UND,Undetermined,, ,0,,0.10900989,4748.47143554688,390.6457856205
710,2001,Suitts,0,,varied,agricultural,irrigated grass,,yes, ,0,,UND,Undetermined,, ,0,,11.64306914,507172.090332031,5551.67909991958
711,2001,Suitts,0,,varied,agricultural,irrigated grass,,yes, ,0,,UND,Undetermined,, ,0,,1.10615687,48184.1928710938,1072.57135099422
712,2001,Suitts,0,,varied,agricultural,intro range,,yes, ,0,,UND,Undetermined,, ,0,,3.01408879,131293.708251953,2148.47313178726
713,2001,Burchfield,0,,varied,agricultural,irrigated crop,,yes, ,0,,UND,Undetermined,, ,0,,7.84057125,341535.285644531,4188.42004211006
714,2001,Imhoff,0,,varied,agricultural,irrigated crop,,yes,outside town,0,,UND,Undetermined,, ,0,,6.45190304,281044.895507812,5035.98930753551
715,2001,SUP N ASSOC1,0,, , , ,, , ,0,,UND,Undetermined,Superior Associates, ,0,,30.63399223,1334416.70239258,6901.53876020177
716,2001,SUP N ASSOC3,0,, , , ,, , ,0,,UND,Undetermined,Superior Associates, ,0,,4.94088874,215225.112548828,2322.26552901768
717,2001,BEECH,0,, , , ,, ,x,0,,UND,Undetermined,BEECH, ,0,,25.40690251,1106724.67480469,8436.70060521677
718,2001,BEECH,0,, , , ,, ,x,0,,UND,Undetermined,BEECH, ,0,,10.91940609,475649.326416016,4439.01732877709
719,2001,BEECH,0,, , , ,, ,x,0,,UND,Undetermined,BEECH, ,0,,90.18933068,3928647.24731445,18228.2280320799
720,2001,BEECH,0,, , , ,, ,x,0,,UND,Undetermined,BEECH, ,0,,42.78242641,1863602.49365234,8750.13074441684
721,2001,SUPERIOR 2,0,, , , ,, , ,0,,UND,Undetermined,SUPERIOR 2, ,0,,0.19790902,8620.9169921875,396.405931108809
722,2001,Leyner,0,active,varied,agricultural,irrigated grass,,yes, ,0,,UND,Undetermined,Leyner, ,2,,11.3284246,493466.177001953,3622.66576257311
723,2001,Keyes,0,active,flat,agricultural,dryland crop,,yes,no influence,0,,UND,Undetermined,Keyes, ,0,,1.83664353,80004.1906738281,2105.87540835523
724,2001,Fairgrounds,0,active,varied,recreation,grass/shrub/trees,,yes, ,0,,UND,Undetermined,Fairgrounds, ,0,,0.264756,11532.771484375,651.56394040847
725,2001,Becky,0,active,flat,agricultural,dryland crop,,yes, ,0,,UND,Undetermined,Becky 287 & Niwot, ,0,,14.1361837,615772.158691406,6463.74550165776
726,2001,Cushman,0,active,west,agricultural,intro range,,yes, ,0,,UND,Undetermined, Cushman, ,0,,19.48756879,848878.495605469,7910.28652510505
727,2001,Cushman,0,active,east,agricultural,intro range,,yes,both,0,,UND,Undetermined,  Cushman, ,2,,1.75042023,76248.3063964844,1871.53376836227
728,2001,Cushman,0,active,west,agricultural,intro range,,yes,no influence,0,,UND,Undetermined,  Cushman, ,3,,2.68698031,117044.865722656,2309.72655180045
729,2001,Cushman,0,active,west,agricultural,intro range,,yes,no influence,0,,UND,Undetermined,  Cushman, ,3,,0.65395794,28486.4084472656,932.441731085936
730,2001,Hirschfeld,0,active,south,agricultural,native range,,yes, ,0,,UND,Undetermined,Hirschfeld,completed,1,,10.08687402,439384.232177734,3870.88647900329
731,2001,Hirschfeld,0,active,south,agricultural,irrigated crop,,yes, ,0,,UND,Undetermined,Hirschfeld,completed,2,,1.73477435,75566.771484375,2159.31964240855
732,2001,Hirschfeld,0,active,south,agricultural,irrigated crop,,yes, ,0,,UND,Undetermined,Hirschfeld,completed,3,,0.69804817,30406.9790039062,1562.22187191957
733,2001,Hirschfeld,0,active,south,agricultural,irrigated crop,,yes, ,0,,UND,Undetermined,Hirschfeld,completed,4,,2.62579243,114379.517089844,2532.83831032854
734,2001,Hirschfeld,0,active,south,agricultural,irrigated crop,,yes, ,0,,UND,Undetermined,Hirschfeld,completed,4,,1.20997059,52706.3188476562,2034.254268861
735,2001,James Construction,0,active,flat, ,irrigated grass,, , ,0,,UND,Undetermined,James Construction,completed,1,,12.0034221,522869.065917969,7061.06502221088
736,2001,James Construction,0,active,flat, ,irrigated grass,,yes,both,0,,UND,Undetermined,James Construction,completed,2,,0.8341555,36335.8146972656,1198.39499281088
737,2001,Anderson,0,active,flat,agricultural,irrigated grass,,yes, ,0,,UND,Undetermined,Anderson, ,1,,0.05546681,2416.13452148438,193.534656580895
738,2001,Anderson,0,active,flat,agricultural,irrigated grass,,yes, ,0,,UND,Undetermined,Anderson, ,2,,0.42987775,18725.4748535156,602.039537940409
739,2001,Imel,0,active,varied,agricultural,native range,,yes,both,0,,UND,Undetermined, Imel, ,1,,42.34082873,1844366.50170898,11758.536802022
740,2001,Imel,0,active,varied,agricultural,intro range,,yes,both,0,,UND,Undetermined, Imel, ,2,,10.62405189,462783.702392578,4744.69422472305
741,2001,Imel,0,active,varied,agricultural,irrigated grass,,yes, ,0,,UND,Undetermined,Imel, ,3,,0.18979894,8267.64184570312,361.052882053456
742,2001,Imel,0,active,varied,agricultural,irrigated grass,,yes, ,0,,UND,Undetermined,Imel,no,4,,0.17970222,7827.82788085938,381.918025570584
743,2001,Rabbit Mountain,0,active,varied,wildlife (HCA),native range,,yes,both,0,,UND,Undetermined,Rabbit Mountain, ,0,,124.32186149,5415460.28710938,13306.0355500466
744,2001,Willis Heights,0,active,flat, , ,,yes, ,0,,UND,Undetermined,Willis Heights, ,0,,0.71719209,31240.8881835938,875.273303616769
745,2001,J. Clark Farms,0,active,flat,agricultural, ,,yes, ,0,,UND,Undetermined,J. Clark Farms, ,0,,0.3830359,16685.0439453125,901.595761697724
746,2001,Rabbit Mountain,0,active,varied,wildlife (HCA),intro range,,yes,outside town,0,,UND,Undetermined,Rabbit Mountain, ,0,,19.99091444,870804.233398438,6604.95634991664
747,2001,Rabbit Mountain,0,active,west,wildlife (HCA),intro range,,yes,outside town,0,,UND,Undetermined,Rabbit Mountain, ,0,,2.7970708,121840.405761719,2553.57535229709
748,2001,Rabbit Mountain,0,active,varied,wildlife (HCA),intro range,,yes,no influence,0,,UND,Undetermined,Rabbit Mountain, ,0,,6.93867282,302248.589111328,3886.50301326579
749,2001,Rabbit Mountain,0,active,west,wildlife (HCA), ,,yes,outside town,0,,UND,Undetermined,Rabbit Mountain, ,0,,4.54777184,198100.943115234,1960.45179436048
750,2001,Hall Ranch East,0,active,varied,wildlife (HCA), ,,yes, ,0,,UND,Undetermined,Hall Ranch E, ,1,,1.99396502,86857.1169433594,1911.21300859734
751,2001,Hall Ranch East,0,active,north,wildlife (HCA), ,,yes, ,0,,UND,Undetermined,Hall Ranch E, ,0,,0.89863502,39144.5417480469,900.532724282683
752,2001,Hall Ranch East,0,active,flat,wildlife (HCA), ,, , ,0,,UND,Undetermined,Hall Ranch E, ,0,,0.18007464,7844.0517578125,358.597159990489
753,2001,Hall Ranch East,0,active,west,wildlife (HCA), ,,yes, ,0,,UND,Undetermined,Hall Ranch E, ,0,,0.47412619,20652.9377441406,606.587503972796
754,2001,Hall Ranch East,0,active,varied,wildlife (HCA), ,,yes, ,0,,UND,Undetermined,Hall Ranch E, ,0,,0.479268,20876.9135742188,551.254611425639
755,2001,Hall Ranch East,0,active,varied,wildlife (HCA), ,,yes, ,0,,UND,Undetermined,Hall Ranch E, ,0,,0.10098855,4399.06127929688,283.704790333728
756,2001,Hall Ranch East,0,active,varied,wildlife (HCA), ,,yes, ,0,,UND,Undetermined,Hall Ranch E, ,0,,1.4893889,64877.7817382812,1807.67140988498
757,2001,Hall Ranch West,0,active,varied,wildlife (HCA), ,,yes, ,0,,UND,Undetermined,Hall Ranch E, ,0,,0.262022,11413.6791992188,570.171450152872
758,2001,Brewbaker,0,active,varied,agricultural,irrigated grass,,yes,both,0,,UND,Undetermined,Brewbaker S, ,1,,7.23766995,315272.903076172,5271.11218836526
759,2001,Brewbaker,0,active,varied,agricultural,irrigated grass,,yes, ,0,,UND,Undetermined,Brewbaker NW, ,2,,2.49982254,108892.270019531,1757.27863284458
760,2001,Brewbaker,0,active,flat,agricultural,irrigated grass,,yes, ,0,,UND,Undetermined,Brewbaker NE, ,3,,2.55020161,111086.783203125,2016.22422538648
